//Input. Needs to be first e.g [I] replaced by click or tap,
Sharp Shurikens Description,Сюрикены могут пробить 4 шара.
Counter-Espionage Description,Атаки ниндзя лишают поражённые шары камуфляжа.
Caltrops Description,Бросает на трассу шипастые кальтропы.
Double Shot Description,Бросает по 2 сюрикена.
Shinobi Tactics Description,Увеличивает скорость атаки и пробивную способность ниндзя поблизости. Суммируется 20 раз.
Flash Bomb Description,"Сбрасывает световую бомбу, останавливающую несколько шаров."
Bloonjitsu Description,Бросает по 5 сюрикенов.
Bloon Sabotage Description,Способность саботажа: длится 15 секунд. Во время саботажа все шары движутся вдвое медленнее.  
Sticky Bomb Description,Через определённые промежутки времени стреляет мощными зарядами по шарам класса MOAB.
Grandmaster Ninja Description,Бросает по 8 сюрикенов за раз с невероятной скоростью.
Grand Saboteur Description,"Способность действует дольше, а шары класса MOAB во время саботажа появляются с укороченной жизнью. Усиливает всех синоби."
Master Bomber Description,Обезьяна-убийца MOAB.
,
Larger Potions Description,Большие зелья разлетаются на большей территории.
Stronger Acid Description,Кислота быстрее сжигает шары.
Acid Pool Description,"Если поблизости нет шаров, алхимик может пролить на трассу кислоту."
Acidic Mixture Dip Description,"Бросает соседним обезьянам зелье, помогающее пробивать свинцовые шары и наносить больше урона керамическим и MOAB. Эффект пропадает через несколько атак."
Perishing Potions Description,Зелья атаки наносят больше урона шарам класса MOAB и лишают меньшие шары укрепления. Также усиливает зелья и стимуляторы.
Alchemist Faster Throwing Description,Бросает зелья и атакует быстрее.
Berserker Brew Description,"Особое варево ускоряет атаки обезьян поблизости, позволяя им бить дальше, сильнее и быстрее."
Unstable Concoction Description,"Покрывает шары класса MOAB взрывоопасной субстанцией, которая провоцирует масштабный взрыв, когда их пробивают. "
Lead to Gold Description,"Превращает свинцовые шары в ЗОЛОТО! Особые растворители наносят свинцовым шарам сильный урон, уничтожая их за одно попадание и принося деньги."
Stronger Stimulant Description,"Особо крепкое варево берсеркера ещё сильнее воздействует на цель, и эффект длится дольше."
Transforming Tonic Description,Превращение: алхимик на 20 сек. становится могучим чудовищем и атакует.
Rubber to Gold Description,"Частично превращает все шары в золото, принося больше денег за уничтожение поражённых шаров."
Permanent Brew Description,Действие выпитого варева берсерка на обезьян становится постоянным.
Total Transformation Description,На 20 сек. превращает 5 обезьян поблизости в безумных атакующих монстров.
Bloon Master Alchemist Description,Секретное зелье уменьшения превращает все поражённые шары в красные.
,
Hard Thorns Description,Каждая твёрдая колючка пробивает по 2 шара любого типа.
Thorn Swarm Description,Стреляет 8 колючками вместо 5.
Druidic Reach Description,Значительно увеличивает дальность атаки.
Heart of Thunder Description,"Регулярно пускает заряды молний, которые передаются от шара к шару. "
Heart of Oak Description,Атаки превращают растущие шары в обычные.
Heart of Vengeance Description,"Ускоряет атаку на 10% и ещё на 1% за каждую потерянную жизнь, начиная со стартового количества после улучшения. Максимум: 100%, и бонус уменьшается при восстановлении жизней."
Druid of the Storm Description,"Порывы ветра сдувают шары с трассы, относя их подальше от выхода."
Druid of the Jungle Description,"Вызывает из земли стебель, который обвивает и давит шары один за другим и оставляет после них кучу опасных колючек."
Druid of Wrath Description,"Пока друид пробивает шары во время раунда, его атаки ускоряются."
Ball Lightning Description,"Создаёт мощные шаровые молнии, пускающие дополнительные молнии, и может замораживать шары."
Jungle's Bounty Description,"Способность «Подарок джунглей»: приносит деньги при каждом применении, плюс дополнительные деньги за каждую банановую ферму вблизи друида. Призывает две лозы, которые хватают шары, а кучи колючек лучше пробивают."
Poplust Description,"Пока друид пробивает шары во время раунда, его атаки ускоряются."
Superstorm Description,"Супершторм поражает все виды шаров, наносит им огромный урон и сдувает их от выхода."
Spirit of the Forest Description,"Выращивает вдоль трассы шипастые лозы, постоянно наносящие урон и доп. урон керамике. Лозы около лесного духа наносят больше урона. Применённая способность генерирует жизни и больше денег."
Avatar of Wrath Description,"Чем больше шаров, тем больше наносимый урон!"
,
Increased Production Description,Производит 2 дополнительных связки бананов за раунд.
Long Life Bananas Description,"Бананы гниют не за 15 секунд, а за 30."
EZ Collect Description,"Радиус сбора бананов увеличивается, несобранные бананы собираются сами за полцены. Обезьяно-банки начинают светиться, когда они полны денег, которые можно забрать."
Greater Production Description,Производит ЕЩЁ 2 дополнительных связки бананов за раунд.
Valuable Bananas Description,Связка бананов дорожает на 25%. 
Banana Salvage Description,"Несобранные бананы собираются сами почти за полную цену, а полные банки сами собирают накопленное. Фермы продаются на 10% дороже."
Banana Plantation Description,Производит 16 связок бананов за раунд.
Monkey Bank Description,"Все деньги, производимые данной фермой, хранятся в банке и приносят 15% прибыли."
Marketplace Description,"Каждый раунд приносит деньги, добавляя их к вашей общей сумме. Без обмана."
Banana Research Facility Description,"Каждый раунд производит 5 больших ящиков с бананами, стоимостью $300 каждый."
IMF loan Description,"Кредит МОФ: даёт $9000, но со временем вы должны их вернуть."
Central Market Description,Приносит кучу денег за каждый раунд и даёт торговым кораблям +10% дохода.
Banana Central Description,Хотите бананы? Вот вам бананы!
Monkey-Nomics Description,"Когда вы слишком велики, чтобы проигрывать..."
Monkey Wall Street Description,"Сеть обезьян-торговцев приносит колоссальную прибыль, генерирует жизни каждый раунд и собирает доход в зоне действия."
,
Sentry Gun Description,Строит временные турели и размещает их поблизости.
Larger Service Area Description,Стреляет дальше и размещает турели на большей площади. Турели стреляют дальше.
Oversize Nails Description,"Массовость позволяет гвоздям пробивать по 8 шаров за раз, включая замороженные. Повышает эффективность пены и часовых."
Faster Engineering Description,"Улучшенная эффективность позволяет инженеру чаще производить турели, пену и шароловы."
Deconstruction Description,Стрельба гвоздомёта и часовых наносит дополнительный урон укреплённым и MOAB-шарам.
Pin Description,"Ненадолго прибивает шары к месту, получив удар."
Sprockets Description,Ускоряет атаку турелей и инженеров.
Cleansing Foam Description,"Распыляет пену, смывающую камуфляж, мешающую восстановлению и протравливающую свинец. "
Double Gun Description,С двумя пушками вдвое веселее.
Sentry Expert Description,"Выставляются турели с различными видами урона, в зависимости от ваших потребностей."
Overclock Description,Разгон: целится в другую башню и ненадолго ускоряет её атаку.
Bloon Trap Description,"Шаролов ловит шары, пока не наполнится. Нажмите на шаролов, чтобы опорожнить его и получить деньги."
Sentry Paragon Description,"Создаёт сверхмощных, но крайне нестабильных часовых."
Ultraboost Description,"Ультраразогнанные обезьяны получают небольшое, но постоянное усиление каждый раз, когда их разгоняют."
XXXL Trap Description,Большие шароловы могут поймать даже самые крупные шары…
,
Bigger Stacks Description,Выдаёт больше шипов за раз.
Faster Production Description,Ускоряет производство.
Long Reach Description,Повышена область разбрасывания куч шипов шипы стоят дольше.
White Hot Spikes Description,Пробивает свинцовые и замороженные шары.
Even Faster Production Description,Ещё больше ускоряет производство.
Smart Spikes Description,"В начале каждого раунда шиповой завод получает особый приоритет наведения, а его производство ускоряется."
Spiked Balls Description,"Производит шипованные ядра, которые наносят дополнительный урон керамическим и укреплённым шарам."
MOAB SHREDR Description,Супертяжёлые моторные лезвия режут шары класса MOAB.
Long Life Spikes Description,Шипы становятся долговечнее и могут продержаться целый раунд.
Spiked Mines Description,"Колючие ядра мощно взрываются, потеряв все шипы. "
Spike Storm Description,Шипошторм: покрывает всю трассу толстым слоем шипов. 
Deadly Spikes Description,Смертоносные шипы могут пробить 2 слоя каждый и стоят ещё один раунд.
Super Mines Description,"Производит огромные взрывающиеся шипованные мины, которые сносят почти всё вокруг."
Carpet of Spikes Description,Регулярно покрывает всю трассу ковром из шипов.
Perma-Spike Description,Наносящие сильный урон шипы становятся почти вечными.
,
Military Efficiency Description,Военные обезьяны занимают меньше места в радиусе действия.
Magic Sciences Description,Магические обезьяны в радиусе действия лучше пробивают шары и быстрее атакуют.
Private Tuition Description,Даёт герою больше опыта за раунд.
Wider Influence Description,Увеличивает зону действия академии.
Academic Network Description,Увеличивает радиус действия всех академий с этим улучшением.
Heroic Presence Description,"Когда герой находится в зоне действия академии, радиус его атаки возрастает на 15%."
M.A.S.H Description,Обезьяний госпиталь M.A.S.H. даёт дополнительную жизнь за взорванные шары.
Wizards Library Description,"Маги, друиды и алхимики в радиусе её действия могут изучить навыки до 2-го класса на всех трёх деревьях развития."
Heroic Academy Description,Ускоряется откат способностей героя.
Military Barracks Description,"Военные обезьяны в радиусе действия бьют дальше, лучше пробивают шары, и могут быть проданы за хорошую цену."
Magic Arcanum Description,"Выпускник академии: создаёт сильную обезьяну, чьи способности зависят от того, какие магические обезьяны находятся поблизости."
Power Hero Development (PhD) Description,Даёт герою намного больше опыта за раунд.
Military HQ Description,"У всех военных обезьян возрастает дальнобойность, пробивная способность и урон от атак."
Nexus Crucible Description,Созданные способностью выпускники академии остаются навсегда!
Dynamic Duo Description,Позволяет взять второго героя!
,
Bigger Radius Description,Увеличивает зону действия деревни.
Grow Blocker Description,"Не даёт восстанавливающимся шарам работать, пока они находятся в зоне действия деревни."
Monkey Business Description,"Дает 10% скидку ко всем обезьянам и улучшениям до 3-го уровня включительно, приобретенным в радиусе действия деревни."
Jungle Drums Description,Ускоряет атаку всех обезьян в радиусе действия.
Radar Scanner Description,Позволяет всем обезьянам в радиусе действия атаковать камуфлированные шары.
Monkey Commerce Description,"Дополнительная 5% скидка, которая может суммироваться с 2 другими деревнями с таким же улучшением."
Primary Training Description,"Все обычные обезьяны в радиусе действия бьют дальше, лучше пробивают шары, а их снаряды летят быстрее."
Monkey Intelligence Bureau Description,"Разведка даёт обезьянам особые знания в области взрывания шаров, позволяя пробивать любые их виды."
Monkey Town Description,Все обезьяны в радиусе обезьяньего города получают дополнительные деньги за каждый пробитый шар.
Primary Mentoring Description,"Все обычные обезьяны в зоне действия получают улучшения 1-го класса бесплатно, у способностей возрастает радиус действия и ускоряется откат."
Call to Arms Description,Призыв к оружию: ненадолго ускоряет атаку и усиливает пробивание соседних обезьян на 50%.
Monkey City Description,"Увеличивает радиус действия и производство денег в радиусе, а также дает одну бесплатную обезьяну с дротиками каждый раунд."
Primary Expertise Description,"Добавляет атаку «Мегабаллиста», и все обычные обезьяны в зоне действия начинают лучше пробивать шары и бесплатно получают улучшения 1-го и 2-го класса, а восстановление их способностей дополнительно ускоряется."
Homeland Defense Description,Способность ускоряет атаку и повышает пробивающую способность всех обезьян на 100% на 20 сек.
Monkeyopolis Description,"Поглощает все банановые фермы поблизости и их доход, освобождая место для новых обезьян."
,
//Ability Names,
Super Monkey Fan Club Ability,Фан-клуб супер-обезьяны
Plasma Monkey Fan Club Ability,Фан-клуб плазма-обезьяны 
Turbo Charge Ability,Турбо-заряд
Perma Charge Ability,Вечный заряд
MOAB Assassin Ability,Убийство MOAB
MOAB Eliminator Ability,Уничтожение MOAB
Blade Maelstrom Ability,Водоворот клинков
Super Maelstrom Ability,Суперводоворот 
Snowstorm Ability,Снежная буря
Absolute Zero Ability,Абсолютный ноль
Glue Strike Ability,Налёт клея
Glue Storm Ability,Клеешторм
Supply Drop Ability,Выброска припасов
Elite Sniper Ability,Сброс элитных припасов
Elite Defender Ability,Элитный защитник
First Strike Capability Ability,Первый удар
Pre-emptive Strike Ability,Упреждающий удар
Monkey Pirates Ability,Ликвидация MOAB
Pirate Lord Ability,Главарь пиратов
Ground Zero Ability,Эпицентр
Tsar Bomba Ability,Царь-бомба
Support Chinook Redeploy Ability,Передислокация вертолёта поддержки 
Support Chinook Supplies Ability,Припасы с вертолёта поддержки 
Special Poperations Ability,Спецпробивации
Pop and Awe Ability,Взрыв и трепет
Rocket Storm Ability,Ракетный дождь
Mauler Storm Ability,Терзающий шторм
Summon Phoenix Ability,Вызов феникса
Wizard Lord Phoenix Ability,Феникс великого мага
Soulbind Ability,Принц Тьмы
Tech Terror Ability,Устранение
The Anti-Bloon Ability,Антишаровик
Legend of the Night Ability,Легенда о ночи
Bloon Sabotage Ability,Саботаж
Grand Saboteur Ability,Великий саботажник
Transforming Tonic Ability,Превращающий тоник 
IMF loan Ability,Кредит МОФ
Monkey-Nomics Ability,Обезьяномика
Overclock Ability,Разгон
Spike Storm Ability,Шиповой шторм
Carpet of Spikes Ability,Колючий ковёр
Magic Arcanum Ability,Выпускник академии
Call to Arms Ability,Призыв к оружию
Homeland Defense Ability,Защита родины
,
//Ability Descriptions,
Super Monkey Fan Club Ability Description,Превращает 10 ближайших обезьян с дротиками в суперобезьян на 10 секунд. 
Plasma Monkey Fan Club Ability Description,Членство в этом элитном клубе придаёт обезьянам с дротиками больше силы. 
Turbo Charge Ability Description,Эта обезьяна начинает атаковать с невероятной скоростью в течение 10 сек. 
Perma Charge Ability Description,Эта обезьяна наносит дополнительный урон в течение 15 сек.
MOAB Assassin Ability Description,"Вылетает особый снаряд, наносящий огромный урон шарам класса MOAB. "
MOAB Eliminator Ability Description,"Способность ""Убийца MOAВ"" наносит в 6 раз больше урона при меньшем времени перезарядки. "
Blade Maelstrom Ability Description,Накрывает зону вихрем клинков.
Super Maelstrom Ability Description,Водоворот мощнее и длится дольше.
Snowstorm Ability Description,Ненадолго замораживает все шары на экране. 
Absolute Zero Ability Description,"Способность настолько сильная, что может заморозить любые шары, включая невосприимчивые к холоду шары класса MOAB."
Glue Strike Ability Description,Приклеивает все шары на экране.
Glue Storm Ability Description,Клеешторм покрывает весь экран клеем на 15 секунд.
Supply Drop Ability Description,Сбрасывает полный ящик денег.
Elite Sniper Ability Description,Сброс припасов даёт намного больше денег.
Elite Defender Ability Description,"Потеряв жизнь, снайпер ненадолго начинает стрелять вдвое быстрее."
First Strike Capability Ability Description,Способность: пуск мощного снаряда по самому большому шару на экране. Одним ударом уничтожает шар ZOMG или несколько более слабых шаров.
Pre-emptive Strike Ability Description,"Автоматически запускает ещё один снаряд «Убийца MOAB» каждый раз, когда новый шар класса MOAB появляется у входа."
Monkey Pirates Ability Description,Захватывает крюком шар класса MOAB и сбивает его.
Pirate Lord Ability Description,Выстреливает три крюка за раз и забирает больше денег у каждого сбитого шара класса MOAB. 
Ground Zero Ability Description,"Действие сброшенных бомб значительно усиливается. Способность «Эпицентр»: сбрасывает огромную бомбу, уничтожающую почти всё на экране."
Tsar Bomba Ability Description,"Большая-пребольшая бомба. Кто-нибудь, остановите это безумие! "
Support Chinook Redeploy Ability Description,Поднимает и переносит большинство видов обезьян.
Support Chinook Supplies Ability Description,Сбрасывает аптечки и деньги.
Special Poperations Ability Description,Выпускает сильную обезьяну-морского пехотинца с пулемётом. 
Pop and Awe Ability Description,"Вызывает взрывы по всему экрану, пробивая и останавливая все шары на несколько секунд. "
Rocket Storm Ability Description,Обрушивает мощный ракетный дождь по всем направлениям.
Mauler Storm Ability Description,Каждый снаряд наносит колоссальный урон шарам класса MOAB. 
Summon Phoenix Ability Description,Могучий феникс в течение 20 секунд сеет хаос среди шаров. 
Wizard Lord Phoenix Ability Description,"Великий маг становится повелителем огня, превращаясь ненадолго в мощнейшего феникса из лавы."
Soulbind Ability Description,"Возвращает к жизни еще более сильных слуг-шаров, чтобы стереть врага с лица земли. "
Tech Terror Ability Description,Уничтожает большинство шаров в радиусе взрыва. 
The Anti-Bloon Ability Description,<Команда программы> <Уничтожить шары> <НАЧАТЬ> 
Legend of the Night Ability Description,"Мы зовём его, когда надежды больше нет..."
Bloon Sabotage Ability Description,Во время саботажа все шары движутся медленно.
Grand Saboteur Ability Description,"Способность действует дольше, а шары класса MOAB во время саботажа появляются с укороченной жизнью."
Transforming Tonic Ability Description,Фермы поблизости от друида ненадолго получают на 50% больше прибыли.
IMF loan Ability Description,"Даёт $9000, но со временем вы должны их вернуть."
Monkey-Nomics Ability Description,"Когда вы слишком велики, чтобы проигрывать..."
Overclock Ability Description,Обезьяна-цель ненадолго обретает сверхсилу.
Spike Storm Ability Description,Покрывает всю трассу толстым слоем шипов.
Carpet of Spikes Ability Description,Покрывает всю трассу толстым слоем шипов каждый раунд.
Magic Arcanum Ability Description,"Создаёт сильную обезьяну, чьи способности зависят от того, какие магические обезьяны находятся поблизости. "
Call to Arms Ability Description,На 10 секунд ускоряет атаку и усиливает пробивание всех обезьян на 50%.
Homeland Defense Ability Description,На 20 секунд ускоряет атаку и усиливает пробивание всех обезьян на 100%.
,
//Maps,
TownCentre,Центр городка
Tutorial,Обезьяний луг
TreeStump,Пенёк
InTheLoop,По кругу
BTD1,BTD 1
Cubism,Кубизм
FourCircles,Четыре круга
Cracked,Трещины
Hedge,Изгородь
Streambed,Русло реки
MonkeysInSpace,Обезьяны в космосе
Underground,Под землёй
AnotherBrick,Ещё один кирпич
#ouch,#Ай
EndOfTheRoad,Конец дороги
Chutes,Шахты
Rake,Грабли
OffTheCoast,У побережья
MuddyPuddles,Грязные лужи
ParkPath,Парковая дорожка
Logs,Брёвна
TestMap,Тестовая карта
Cornfield,Кукурузное поле
SpiceIslands,Пряные острова
FiringRange,Стрельбище
HighFinance,Высокие финансы
Downstream,Вниз по течению
DarkCastle,Тёмный замок
FrozenOver,Заморозка
Haunted,Привидения
Quad,Квад
MoonLanding,Высадка на луну
AlpineRun,Горный поход
Peninsula,Полуостров
,
//Tower Groups,
Primary,Обычные
Military,Военные
Magic,Магические
Support,Поддержка
Heroes,Герои
Powers,Способности
,
//Misc,
Crit,Критический удар
,
//Target Types,
TT_Close,Рядом
TT_First,первая
TT_Last,последняя
TT_Strong,прочная
TT_Track,Стандартно
TT_Circle,Круг
TT_CloseTrack,Рядом
TT_CustomPath,Пользовательская тропа
TT_Elite,Элитная
TT_FarTrack,Далеко
TT_FigureInfinite,Бесконечность
TT_FigureEight,Цифра восемь
TT_FollowTouch,Следовать за касаниями
TT_LockInPlace,Стоять на месте
TT_NecromancerTarget,Цель некроманта
TT_OffsetTrack,Обходная трасса
TT_PatrolPoints,Патрульные пункты
TT_Pursuit,Погоня
TT_RandomPosition,Случайная позиция
TT_RandomTarget,Случайная цель
TT_SmartTrack,Умно
TT_Submerge,Погружение
TT_CloseSharedRange,Близкий совместный радиус
TT_ExpensiveFriendlyTarget,Дорогая дружественная цель
TT_FirstSharedRange,Первый совместный радиус
TT_FriendlyTarget,Дружественная цель
TT_Grapplable,Цепляемая
TT_TargetIndependant,Независимая цель
TT_TargetInFront,Цель впереди
TT_LastSharedRange,Последний совместный радиус
TT_TargetMoab,Цель MOAB
TT_TargetOpposite,Цель напротив
TT_TargetPointer,Целеуказатель
TT_SetTarget,Задать цель
TT_StrongSharedRange,Сильный совместный радиус
TT_TargetTag,Отметка цели
TT_TrackOrDefault,Трасса или по умолчанию
TT_Centered,Центральный путь
,
//Currency,
Cash,Деньги
XP,XP
Monkey Money,Обезьяно-деньги
Free,Бесплатно
,
Round,Раунд
Max Tier Reached,Макс. достигнутый класс
Empty,Пусто
Not Upgraded,Нет улучшений
Owned,В наличии
Max Upgrades,Улучшено полностью
Deployed Message,Размещено {0}
,
//UI Misc,
OK,ОК
Cancel,ОТМЕНА
Start,Начать
Return To Menu,Меню
Freeplay,ВОЛЬНАЯ ИГРА
Continue,Продолжить
Done,Завершить
Try Again,Ещё разок?
Continue?,Продолжить?
,
Rewards,Награды
Change Hero,Сменить героя
Select a Hero,Выбрать героя
Select a Map,Выбрать карту
Selected,Выбрано
Select a Hero Subheading,"Герой — это могучая обезьяна, ведущая в бой войска."
Select Language,Выбрать язык
Unlock All,ОТКРЫТЬ ВСЁ
Upgrade Ingame cost,Игровая стоимость 
Loading,Идёт загрузка...
,
Defeat,Поражение
Defeat Message,"Может, попробуете снова на меньшей сложности?"
Victory,Победа
Victory Message,Вы остановили несносные шары
,
,
//ModeSelectScreen,
Select a Mode,Выберите режим
Mode Standard,Стандартный
Mode MilitaryOnly,Только военные
Mode Apopalypse,Лопокалипсис
Mode Reverse,Реверс
Mode Sandbox,Песочница
Mode PrimaryOnly,Только обычные
Mode Deflation,Сдутие
Mode Half Cash,Половина денег
Mode DailyChallenge,Ежедневное испытание
,
//GameTypeScreen,
Choose a Game,Выберите игру
New Game,Новая игра
Daily Challenge,Ежедневное испытание
Co-op,Совместная\nигра
Random,Случайно
,
//HomeScreen,
HS Monkeys,ОБЕЗЬЯНЫ
HS Heroes,ГЕРОИ
HS Play,ИГРАТЬ
HS Powers,СПОСОБНОСТИ
HS Knowledge,ЗНАНИЯ
,
//In game screens,
Upgrades,Улучшения
Sell,Продать
Get More,Купить
,
// PauseMenu ,
Controls,Управление
Drag & Drop,Перетащить
Lock & Drop,Перетащить и установить
Line of Sight,Линия обзора
Continuous Play,Бесконечная игра
Off,Выкл.
Store,Магазин
Home,Домой
Restart,Заново
You ran out of lives on:,Кончились жизни:
Game Over Round,Раунд {0}
Victory Body,Поздравляем! Вы завершили эту трассу: {0} 
,
// LinK,
Log out,Выйти
Clear Data,Удалить данные
Login,Войти
Not logged into LiNK,Не выполнен вход в LiNK
Logged into LiNK as,Вы вошли в LiNK как {0}
,
// Map Difficulty,
MD Beginner,начальный
MD Intermediate,средний
MD Advanced,высокий
MD Expert,экспертный
MD Extreme,экстремальный
,
//Tower Specific Messages,
Patrol Message,"[I], чтобы установить патрульный пункт"
Sun Temple Title,Храмовое жертвоприношение
Sun Temple Body,"Храм требует жертвоприношений. Все башни поблизости будут разрушены, увеличивая невероятную силу храма разными способами. Вас предупредили.."
True Sun Temple Title,Храмовое жертвоприношение
True Sun Temple Body,Вы хотите призвать \nНАСТОЯЩЕГО БОГА СОЛНЦА?!?!
Heli Pilot Redeploy Message,"Перетащите башню, чтобы установить её заново."
Heli Pilot Redeploy Message Banned,Башню нельзя перенести.
Select a tower to Soulbind,Выберите башню для привязки
Select Point,Выбрать точку
Select a tower to link,Выберите башню для привязки
Cannot link to this tower,Нельзя сделать привязку к этой башне
Tower is already linked,Эта башня уже привязана
Tower must have an ability,У башен должна быть действующая способность
Unlink,Отвязать
,
//Upgrades Screen,
Unlock Message,Открыть за:
XP To Spend,Потратить {0} опыта:
,
//Tower screen,
Unlock Hero,Открыть уровень
Max Level Hero,Достигнут макс. уровень!
,
//Hero Screen,
InGame Cost,Игровая цена: ${0}
,
//Knowledge Screen,
Knowledge Requirement,Требуется вложить в {1} как минимум ещё {0} оч.
,
//Removables,
Removable Cost,Удалить за ${0}
,
// Powers Select Screen,
Select a Power,Выберите способность
Add For:,Добавить за:
,
// Achievements screen,
Achievements,Достижения
Rewards:,Награды:
,
//Debug Options,
Set Health,Установить кол-во жизней
Set Health Description,Введите новый уровень здоровья
Set Cash,Установить кол-во денег
Set Cash Description,Введите новую сумму денег.
,
//Difficulty,
Easy,Легкий
Medium,Средний
Hard,Сложный
Impoppable,Как бы не лопнуть
Sandbox,Песочница
Easy Description,"На лёгком уровне обезьяны стоят меньше обычного, шары летают чуть медленнее, и даётся 200 жизней. После 40-го раунда на лёгком уровне за пройденную трассу полагается бронзовая медаль."
Medium Description,"На среднем уровне обезьяны стоят обычных денег, шары летают с обычной скоростью, и даётся 150 жизней. После 60-го раунда на среднем уровне за пройденную трассу полагается серебряная медаль. "
Hard Description,"На сложном уровне обезьяны стоят больше обычного, вы начинаете с 3-го раунда, шары летают немного быстрее, и дается 100 жизней. После 80-го раунда на сложном уровне за пройденный путь полагается золотая медаль. "
Impoppable Description,"На непробиваемом уровне обезьяны стоят больше обычного, вы начинаете с 6-го раунда, шары летают быстрее, и дается только 1 жизнь. После 100-го раунда на непробиваемом уровне за пройденный путь полагается платиновая медаль. "
Sandbox Description,"В режиме песочницы обезьяны стоят обычных денег, шары летают с обычной скоростью, и у вас неограниченное количество жизни и денег."
,
,
,
,
,
//Popup Screens,
Unlock All Title,Открыть все улучшения
Unlock All Body,Открыть все улучшения за {0} оч. опыта.
Not Enough Cash Title,Недостаточно денег.
Not Enough Cash Body,"Чтобы заработать денег, пробивайте шары."
Not Enough XP Title,Недостаточно опыта.
Not Enough XP Body,Требуется {0} оч. опыта.\nБашни получают опыт по окончании раунда.
Already Own Upgrade Title,Улучшение уже есть
Already Own Upgrade Body,У вас уже есть это улучшение.
Locked Title,Улучшение недоступно
Locked Body,"Чтобы приобрести это улучшение, сначала нужно купить предыдущее."
Quit Title,Выход
Quit Body,Покинуть обучение?
Continue Saved Game Title,Продолжить последнее сохранение?
Continue Saved Game Body,Хотите продолжить с {0}-го раунда на карте «{1}» в режиме «{2}» и на уровне сложности «{3}»?
Continue Saved Game Okay,Загрузить игру
Continue Saved Game Cancel,Новая игра
,
,
//Hero Messages,
Generic Hero Message,Нужна помощь?
,
//Tutorial,
Welcome Title,Добро пожаловать в Bloons™ Tower Defense 6
Welcome Title Partial,Добро пожаловать в  
Welcome Body,Эпическое противостояние между обезьянами и шарами
Town Trouble Title,Добро пожаловать в Bloons™ Tower Defense 6
Town Trouble Body,Шары захватили город!
Town Trouble Button,Отвоюйте его назад
Bloon Entry,Остановите продвижение шаров!
Bloon Outro,...и попытайтесь спастись оттуда.
Place First Tower,Для начала разместите обезьяну с дротиками.
Place Second Tower,"Разместите ещё одну обезьяну с дротиками, затем [I] «Играть»."
Press Go,А теперь [I] «ВПЕРЁД»!
Finished Round One,"Несложно, правда? [I] «Играть», чтобы начать следующий раунд."
Earning Experience,За уничтожение шаров даётся обезьяний опыт.
Unlocking Upgrades,"У обезьян с дротиками его достаточно, чтобы открыть улучшение."
Upgrade Details,У каждой обезьяны есть 5 улучшений по 3 веткам развития. Откройте одно из них.
Upgrade Complete,Отлично! Теперь можно улучшить обезьян.
Select Monkey,"Вы открыли улучшение, но его еще нужно применить к обезьянам в игре. Нажмите на обезьяну."
Select Upgrade,"А теперь выберите открытое улучшение, чтобы приобрести и применить его."
Hero Title,Герои!
Quincy Intro,Нужна помощь?
Hero Info,"Квинси — обезьяна, которая улучшается сама во время игры. Он может пробить несколько шаров одним выстрелом."
Last Round,Остался ещё один раунд!
Next Map Title,Отличная работа!
Next Map Description,"Мы заставили их отступать, теперь продвигайтесь к Большому дереву!"
Next Map Button,Вперёд
Big Tree Title,Большое дерево
Big Tree Description,"Это дерево закрывает обезьянам обзор, так что сажайте его аккуратно. Некоторые обезьяны могут стрелять сквозь препятствия."
Big Tree Victory Title,Последний рывок...
Big Tree Victory Description,"Победа не за горами, отправляйтесь в центр городка!"
Big Tree Victory Button,Вперёд
Town Centre Title,Центр городка
Town Centre Description,Уничтожьте все шары и спасите городок.
Town Centre Victory Description,Мы справились! 
Home Description,Добро пожаловать домой
Xp Reminder Title,Не забудьте!
Xp Reminder Description,Не забывайте тратить очки опыта обезьян на новые улучшения для них.
Lose Tutorial Title,Ой!
Lose Tutorial Description,Кончились жизни. Попробуйте снова. Попытайтесь разместить больше обезьян вдоль трассы или улучшить их.
Select a Monkey,Выбрать обезьяну
Earning Experience Title,Открытие улучшений
Unlocking Upgrades Title,Открытие улучшений
Next,След.
,
//Loading Messages,
Loading Message 0,Изучение иероглифов...
Loading Message 1,Тренировка обезьян...
Loading Message 2,Подготовка дротиков...
Loading Message 3,Надувание шаров...
Loading Message 4,Сбор бананов...
Loading Message 5,Небольшой перерыв...
Loading Message 6,Стрижка садов...
Loading Message 7,Вызов обезьяньего Ктулху...
Loading Message 8,Пробуждение бога Солнца
Loading Message 9,Призыв героев...
Loading Message 10,Загрузка новых материалов
Internet Connection Required Message,Для загрузки новых игровых материалов требуется подключение к Интернету. Проверьте наличие соединения. Повторная попытка...
