//Input. Needs to be first e.g [I] replaced by click or tap,
Flying Fortress Description,This is a BIG plane.
,
Quad Darts Description,Shoots 4 darts per volley instead of 2.
Bigger Jets Description,Powerful jets make Heli move much faster.
Faster Firing Description,Faster attack speed for all Heli attacks.
Pursuit Description,A new targeting option enables Heli to seek and pursue the Bloons automatically.
IFR Description,Allows Heli Pilot to detect and shoot Camo Bloons.
Faster Darts Description,Darts are propelled much faster through the air.
Razor Rotors Description,"Razor Rotor blades rip up Bloons on contact, including Lead and Frozen Bloons."
Downdraft Description,"Blows Bloons away from the Heli, back toward the entrance."
MOAB Shove Description,"Can collide with and shove MOAB-class Bloons, reversing or slowing their movement. Shove is amplified by Bigger Jets and IFR upgrades."
Apache Dartship Description,Adds a large missile array and powerful machine guns.
Support Chinook Description,"Abilities: Drops lives and cash crates, or can pick up and redeploy most Monkey types."
Comanche Defense Description,Automatically calls in mini Comanches when they're most needed.
Apache Prime Description,The Apache Prime leaves most Bloons wishing they'd never been inflated.
Special Poperations Description,Deploys a powerful special Monkey Marine with machine gun.
Comanche Commander Description,Upgraded weapons. Also automatically calls in 3 more Comanches. Permanently.
,
Bigger Blast Description,Bigger shells deliver a bigger blast radius.
Mortar Faster Reload Description,Increases the attack speed of the Mortar.
Increased Accuracy Description,Makes the shots more accurate.
Bloon Buster Description,Smash through 2 layers of Bloons at once!
Mortar Rapid Reload Description,Even faster reload.
Burny Stuff Description,Damaged Bloons are set ablaze momentarily with each hit.
Shockwave Description,"Blast shockwave stuns bloons at impact, pops bloons in a wider area, and increases Burny Stuff damage."
Heavy Shells Description,"Heavy shells do extra damage to Ceramic, Lead, all Fortified, and all stunned bloons. Can also pop black Bloons."
Signal Flare Description,Camo Bloons popped by flares lose their camouflage permanently.
The Big One Description,"Devastating explosions pop 5 layers of bloon, plus increases Burny Stuff damage further."
Artillery Battery Description,Bombardment Ability: Unleashes a rapid fire attack in a slightly wider area. Main attack upgrades to 3 barrels for incredibly fast attacks.
Shattering Shells Description,Shattering shells strip all special bloon properties off all but the biggest bloons.
The Biggest One Description,"Blasts deeply through Bloons and layers over a huge area, plus powerful Burny Stuff damage."
Pop and Awe Description,"Pop and Awe Ability: rains explosions over the whole screen, damaging and immobilizing all bloons for a few seconds. Main attack gains additional bonus damage to stunned Bloons."
Blooncineration Description,"Superhot burny stuff melts through 5 layers of bloon each shot, burns MOAB class bloons for extra damage, and strips DDT camo."
,
Focused Firing Description,Increases accuracy of the Dartling Gun.
Advanced Targeting Description,Allows Dartling Gunner to hit Camo Bloons.
Powerful Darts Description,Darts move faster and can pop 3 Bloons each.
Faster Swivel Description,Barrel can swivel much faster.
Faster Barrel Spin Description,Makes gun fire much faster.
Depleted Bloontonium Description,Shots can damage any Bloon type.
Laser Shock Description,Laser tipped shots shock Bloons into popping again 1 second after being struck.
Laser Cannon Description,Rapidly fires much more powerful laser blasts that can pop Frozen Bloons.
Hydra Rocket Pods Description,Shoots depleted bloontonium missiles that can damage all Bloon types and trigger multiple explosions.
Buckshot Description,Shoots blasts of deadly buckshot instead of darts.
Plasma Accelerator Description,Concentrates a powerful beam of energy to a single point.
Rocket Storm Description,Rocket Storm ability: Launches a powerful storm of rockets in a wide cone
Bloon Area Denial System Description,4-barreled auto-cannon that can be set to attack automatically.
Ray of Doom Description,Creates a solid line of annihilation. You can erase most Bloons at your leisure.
M.A.D Description,MOAB Assured Destroyer. Slower firing mega missiles deal extreme damage to MOAB-class Bloons.
Bloon Exclusion Zone Description,Upgraded to 6 barrels and massively increased damage. Bloons are excluded from existence.
,
Guided Magic Description,"Magic shots seek out the Bloons, even behind cover."
Fireball Description,Every few seconds casts an explosive fireball spell.
Intense Magic Description,More powerful magic shots move faster and can pop more Bloons.
Arcane Blast Description,"Bigger, more powerful magic blasts pop through 2 layers of Bloon."
Wall of Fire Description,Creates a super hot wall of fire across the track to roast the Bloons as they pass.
Monkey Sense Description,Allows the Wizard to hit Camo Bloons.
Arcane Mastery Description,"Faster attacks with increased range, damage, and popping power."
Dragon's Breath Description,Spews endless flames at nearby Bloons and enhances Fireball and Wall of Fire.
Shimmer Description,Gains a dark magic attack that periodically reveals location of all nearby Camo Bloons permanently.
Arcane Spike Description,Faster firing magic does huge damage to most Bloon types.
Summon Phoenix Description,Summon Phoenix ability: Powerful phoenix wreaks Bloon havoc for 20 seconds.
Necromancer: Unpopped Army Description,Reanimate recently popped enemies as servants to destroy the Bloons.
Archmage Description,A true master of magical wizardry.
Wizard Lord Phoenix Description,"Wizard Lord becomes a master of the flame, turning into a super powerful Lava Phoenix for a short time."
Soulbind Description,Reanimate even more powerful Bloon servants to obliterate the enemy and enhances all other Necromancers.
,
Laser Blasts Description,Shoots powerful blasts of laser instead of darts.
Super Range Description,Super Monkeys need Super Range.
Knockback Description,Bloons get pushed backwards or slowed after each hit.
Plasma Blasts Description,Plasma vaporizes almost everything it touches.
Epic Range Description,Why settle for super when you can have EPIC?
Ultravision Description,Enables Super Monkey to shoot slightly further and to see Camo Bloons.
Sun Avatar Description,Channels power from the core of the Sun.
Robo Monkey Description,"Half Super Monkey, half killer robot of death. Shoots from 2 guns at once and can crit!"
Dark Knight Description,Dark blades increase knockback and pierce and deal extra damage to MOAB-class Bloons. Gains Darkshift ability to shift to a nearby location.
Sun Temple Description,Tower sacrifices enhance and modify the Temple's attacks.
Tech Terror Description,Annihilation ability: Destroys most Bloons completely and utterly within blast radius.
Dark Champion Description,Champion's dark blades excel at puncturing and ruining all Bloon types. Darkshift ability extends mapwide.
True Sun God Description,Tremble before the AWESOME power of the TRUE Sun God!!
The Anti-Bloon Description,<Program Directive> <Eradicate Bloons> <INITIATE>
Legend of the Night Description,"We turn to him, when all hope is lost..."
,
Ninja Discipline Description,Increases attack range and attack speed.
Distraction Description,Some Bloons will become distracted and move backwards.
Seeking Shuriken Description,Shurikens will seek out and pop Bloons automatically.
Sharp Shurikens Description,Shurikens can pop 4 Bloons each.
Counter-Espionage Description,Ninja attacks can strip camo from Bloons they damage.
Caltrops Description,Throws out spiked caltrops onto the track nearby.
Double Shot Description,Throws 2 shurikens at once.
Shinobi Tactics Description,Increases attack speed and pierce of nearby Ninjas. Stacks 20 times.
Flash Bomb Description,Throws a flash bomb that stuns multiple Bloons.
Bloonjitsu Description,Throws 5 shurikens at once!
Bloon Sabotage Description,"Sabotage ability: Lasts 15 seconds. During the sabotage, all Bloons move at half speed. "
Sticky Bomb Description,Throws powerful timed charges at MOAB-Class Bloons.
Grandmaster Ninja Description,"Throws incredibly fast, 8 shurikens per shot!"
Grand Saboteur Description,"Ability duration is longer, and MOAB-Class Bloons spawn with less health during the sabotage."
Master Bomber Description,One Monkey MOAB demolition machine.
,
Larger Potions Description,Larger potions splash in a larger area.
Stronger Acid Description,Acid potions dissolve Bloons faster.
Acid Pool Description,If no Bloons are nearby Alchemist can drench nearby track with acid.
Acidic Mixture Dip Description,Throws a helpful potion at nearby Monkeys that allows them to pop Lead Bloons and do extra damage to Ceramic and MOAB-class Bloons. Wears off after several attacks.
Perishing Potions Description,Attack potions deal more damage to MOAB-class Bloons and strip Fortified off smaller Bloons. Also strengthens Brews and Stimulants.
Alchemist Faster Throwing Description,Throws potions and attacks faster.
Berserker Brew Description,"Special brew gives Monkeys extra damage, range, and attack speed. Lasts longer."
Unstable Concoction Description,Coats MOAB-Class in an explosive substance that causes a large explosion when they are popped.
Lead to Gold Description,"Converts Lead Bloons to GOLD! Special solvents do extra damage to Lead Bloons, destroying them in one shot and generating cash."
Stronger Stimulant Description,Extra strong berserker brew has even more powerful effect on the target. Lasts even longer.
Transforming Tonic Description,Transformation ability: Turns Alchemist into powerful attack Monster for 20 seconds.
Rubber to Gold Description,"Converts all Bloons partially into gold, getting more cash per pop from affected Bloons."
Permanent Brew Description,Berserker brew becomes PERMANENT on Monkeys who drink it.
Total Transformation Description,Transforms five Monkeys nearby into crazy attack monsters for 20 seconds.
Bloon Master Alchemist Description,Secret shrink potion converts all affected Bloons to Red Bloons.
,
Hard Thorns Description,Hard thorns can pop 2 Bloons each and pop any Bloon type.
Thorn Swarm Description,Shoots 8 thorns per shot instead of 5.
Druidic Reach Description,Increases range by a large amount.
Heart of Thunder Description,Unleashes regular blasts of forked lightning that arc from Bloon to Bloon.
Heart of Oak Description,Attacks convert Regrow Bloons into normal Bloons.
Heart of Vengeance Description,Gains 10% attack speed and 1% for every life lost from the starting value after the upgrade. Maxes at 100% and diminishes if lives are restored.
Druid of the Storm Description,Gusts of wind blow Bloons off the track away from the exit.
Druid of the Jungle Description,"Calls a vine from the ground to entangle and crush Bloons one at a time, leaving behind a deadly thorn pile."
Druid of Wrath Description,Gains attack speed during the round as long as the Druid is attacking Bloons.
Ball Lightning Description,Creates powerful balls of lightning that shoot additional lightning bolts. 
Jungle's Bounty Description,"Jungle's Bounty Ability: Generates cash each use, plus extra cash per Banana Farm near the Druid. Can also grab two Bloons with vines at once."
Poplust Description,Boosts attack speed and pierce for other Druids in the radius. Can stack up to 5 times on any single Druid.
Superstorm Description,Superstorm blasts all Bloon types for massive damage and blows them away from the exit.
Spirit of the Forest Description,Grows thorned vines along the path that deal constant damage and bonus damage to ceramics. Vines nearest the Spirit of the Forest do more damage. Activated ability generates lives and more cash.
Avatar of Wrath Description,"The more Bloons there are, the more damage it does!"
,
Increased Production Description,Grows 2 extra Banana bunches per round.
Long Life Bananas Description,Bananas last 30 seconds before rotting instead of 15.
EZ Collect Description,The collect radius of Bananas is larger and uncollected Bananas auto-collect for half value. Monkey Banks will glow when full and ready to collect.
Greater Production Description,Grows 2 MORE extra Banana bunches per round.
Valuable Bananas Description,Bananas are worth 25% more cash per bunch. 
Banana Salvage Description,"Uncollected Bananas auto-collect for almost their full amount, and Banks auto-collect when full. Farm sellback rate increased by 10%"
Banana Plantation Description,Grows 16 Banana bunches per round.
Monkey Bank Description,All money generated by this farm is now stored in the bank and earns 15% interest each round.
Marketplace Description,Generates money each round and adds it to your total. No fuss.
Banana Research Facility Description,Produces 5 large Banana crates every round worth $300 each.
IMF loan Description,"IMF Loan ability: Gives you $10,000 but you have to pay it back over time."
Central Market Description,Earns heaps of money each round and gives Merchantmen +10% income.
Banana Central Description,You want Banana? We have Banana!
Monkey-Nomics Description,For when you're too big to fail...
Monkey Wall Street Description,Hub of Monkey trades earns colossal income and generates lives each round.
,
Sentry Gun Description,Creates temporary sentry guns and deploys them nearby.
Larger Service Area Description,Shoots further and deploys sentries in a much larger area. Sentries have longer range.
Oversize Nails Description,"Massivization allows nails to pop 8 Bloons at once, including frozen. Also increases Foam and Sentry effectiveness."
Faster Engineering Description,"Increased efficiency allows the Engineer to produce sentries, foam and bloon traps more often."
Deconstruction Description,Nail gun and Sentry shots do extra damage to MOAB-class and Fortified Bloons.
Pin Description,Pins Bloons in place for a short time when struck.
Sprockets Description,Increases sentry gun and Engineer attack speed.
Cleansing Foam Description,Sprays foam that removes Camo and Regrow and pops Lead Bloons.
Double Gun Description,Two guns for twice the fun.
Sentry Expert Description,Sentries deploy with different damage types based on your need.
Overclock Description,Overclock Ability: Target another tower to supercharge its attack speed for a short time.
Bloon Trap Description,Bloon trap captures Bloons until full. Select to empty full trap for cash.
Sentry Paragon Description,Creates super-powerful but highly unstable sentries.
Ultraboost Description,Ultra-Overclocked Monkeys gain a small but permanent boost every time they are overclocked.
XXXL Trap Description,Huge Bloon traps can trap some of the largest Bloons in them...
,
Bigger Stacks Description,Creates larger piles of spikes per shot.
Faster Production Description,Rapidly increases production rate.
Long Reach Description,"Increases range for spike pile drops, plus piles last longer."
White Hot Spikes Description,Cuts through Lead Bloons and Frozen Bloons.
Even Faster Production Description,Increases production rate even more.
Smart Spikes Description,Spike Factory gains special targeting priority and accelerated production at the start of each round.
Spiked Balls Description,Produces spiked balls that do extra damage to Ceramic and Fortified Bloons.
MOAB SHREDR Description,Super-Hard-Rending-Engine-Driven-Razors shred MOAB-Class Bloons.
Long Life Spikes Description,Spikes last much longer and can carry over one round.
Spiked Mines Description,Spiked mines explode violently when they lose all their spikes.
Spike Storm Description,Spike Storm ability: Shoots out a thick layer of spikes over the entire track.
Deadly Spikes Description,Extra deadly spikes can pop through 2 layers per spike and last another round.
Super Mines Description,Creates gigantic exploding spiked mines that can wipe out almost anything.
Carpet of Spikes Description,Regularly sets a carpet of spikes over the whole track.
Perma-Spike Description,High damage spikes become almost permanent.
,
Military Efficiency Description,Decreases footprint of Military Monkeys in the radius.
Magic Sciences Description,Magic Monkeys in the radius get extra pierce and attack speed.
Private Tuition Description,Generates more XP per round for your Hero.
Wider Influence Description,Gives Academy a larger influence radius.
Academic Network Description,Increases Academy radius for all Academies with this upgrade.
Heroic Presence Description,Heroes get 15% increased range while in the radius of the Academy.
M.A.S.H Description,Monkey Army Surgical Hospital gives extra lives for Bloons popped.
Wizards Library Description,"Wizards, Druids and Alchemists in the radius can learn up to tier 2 in all three upgrade paths."
Heroic Academy Description,Your Hero's ability cooldowns are reduced.
Military Barracks Description,"Military Monkeys in radius get longer range, more pops and can be sold at a favorable rate."
Magic Arcanum Description,Academy Graduate ability: Creates a powerful Monkey whose abilities are based on what Magic Monkeys are nearby.
Power Hero Development (PhD) Description,Generates lots of extra XP per round for your Hero.
Military HQ Description,"Military Monkeys everywhere gain huge range, pops and damage buffs."
Nexus Crucible Description,Academy Graduates created by ability are permanent!
Dynamic Duo Description,Allows you to get a second hero!
,
Bigger Radius Description,Increases influence radius of the Village.
Grow Blocker Description,Prevents Regrow Bloons from working while in the radius of the Village.
Monkey Business Description,Provides 10% discount to all Monkeys and upgrades tier 3 or less purchased in the radius of the Village.
Jungle Drums Description,Increases attack speed of all Monkeys in the radius.
Radar Scanner Description,Allows all Monkeys in the radius to attack Camo Bloons.
Monkey Commerce Description,An additional 5% discount that can stack with up to 2 other Villages with this upgrade.
Primary Training Description,"All Primary Monkeys in radius get more range, pierce and projectile speed."
Monkey Intelligence Bureau Description,"The Bureau grants special Bloon popping knowledge, allowing nearby Monkeys to pop all Bloon types."
Monkey Town Description,All Monkeys within the radius of the Monkey Town get extra cash per Bloon pop.
Primary Mentoring Description,"All Primary Monkeys in radius get tier 1 upgrades for free, increased range and reduced ability cooldowns."
Call to Arms Description,Call to Arms Ability: Gives nearby Monkeys +50% attack speed and pops for a short time.
Monkey City Description,"Increases influence radius, cash generation in radius, and gives you a free Dart Monkey every round."
Primary Expertise Description,"Adds Mega Ballista attack, plus all Primary Monkeys in radius get more popping power, ability cooldowns reduced further and tier 1 and 2 upgrades for free. "
Homeland Defense Description,Ability now increases attack speed and pops by 100% for all Monkeys for 20 seconds
Monkeyopolis Description,"Absorbs all nearby Banana Farms and their income, freeing up space for new Monkeys."
,
//Ability Names,
Super Monkey Fan Club Ability,Super Monkey Fan Club
Plasma Monkey Fan Club Ability,Plasma Monkey Fan Club
Turbo Charge Ability,Turbo Charge
Perma Charge Ability,Perma Charge
MOAB Assassin Ability,Assassinate MOAB
MOAB Eliminator Ability,Eliminate MOAB
Blade Maelstrom Ability,Blade Maelstrom
Super Maelstrom Ability,Super Maelstrom
Snowstorm Ability,Snowstorm
Absolute Zero Ability,Absolute Zero
Glue Strike Ability,Glue Strike
Glue Storm Ability,Glue Storm
Supply Drop Ability,Supply Drop
Elite Sniper Ability,Elite Supply Drop
Elite Defender Ability,Elite Defender
First Strike Capability Ability,First Strike
Pre-emptive Strike Ability,Pre-emptive Strike
Monkey Pirates Ability,MOAB Takedown
Pirate Lord Ability,Pirate Lord
Ground Zero Ability,Ground Zero
Tsar Bomba Ability,Tsar Bomba
Support Chinook Redeploy Ability,Support Chinook Redeploy
Support Chinook Supplies Ability,Support Chinook Supplies
Special Poperations Ability,Special Poperations
Pop and Awe Ability,Pop and Awe
Rocket Storm Ability,Rocket Storm
Mauler Storm Ability,Mauler Storm
Summon Phoenix Ability,Summon Phoenix
Wizard Lord Phoenix Ability,Wizard Lord Phoenix
Soulbind Ability,Prince of Darkness
Tech Terror Ability,Annihilation
The Anti-Bloon Ability,The Anti-Bloon
Legend of the Night Ability,Legend of the Night
Bloon Sabotage Ability,Sabotage
Grand Saboteur Ability,Grand Saboteur
Transforming Tonic Ability,Transforming Tonic
IMF loan Ability,IMF loan
Monkey-Nomics Ability,Monkey-Nomics
Overclock Ability,Overclock
Spike Storm Ability,Spike Storm
Carpet of Spikes Ability,Carpet of Spikes
Magic Arcanum Ability,Academy Graduate
Call to Arms Ability,Call to Arms
Homeland Defense Ability,Homeland Defense
,
//Ability Descriptions,
Super Monkey Fan Club Ability Description,Converts up to 10 nearby Dart Monkeys into Super Monkeys for 10 seconds.
Plasma Monkey Fan Club Ability Description,Elite membership of this club grants the Dart Monkeys even more power!
Turbo Charge Ability Description,Makes this Monkey attack incredibly fast for 10 seconds.
Perma Charge Ability Description,Makes this Monkey deal additional damage for 15 seconds.
MOAB Assassin Ability Description,Special missile flies out and does massive damage to MOAB-Class Bloons.
MOAB Eliminator Ability Description,Assassinate ability does 6x damage with a short cooldown.
Blade Maelstrom Ability Description,Covers the area in a storm of blades.
Super Maelstrom Ability Description,Even more powerful Maelstrom ability and lasts longer.
Snowstorm Ability Description,Freezes all Bloons on screen for a short time.
Absolute Zero Ability Description,Ability is so cold it freezes all Bloon types including cold immune and MOAB-Class.
Glue Strike Ability Description,Glues all Bloons on screen.
Glue Storm Ability Description,Glue Storm ability pelts the whole screen over 10 seconds with glue.
Supply Drop Ability Description,Drops a crate full of cash.
Elite Sniper Ability Description,Supply drop gives much more cash.
Elite Defender Ability Description,A lost life gives this Sniper 2x attack speed for a short time in retaliation.
First Strike Capability Ability Description,"A devastating missile strike on the largest Bloon on screen. Destroys up to a ZOMG Bloon in one go, or many smaller Bloons."
Pre-emptive Strike Ability Description,Automatically triggers an extra anti-MOAB missile whenever MOAB-Class Bloon spawns from the Bloon entrance.
Monkey Pirates Ability Description,MOAB Takedown Ability: grapples a MOAB class bloon and brings it down. Main attack adds two more cannons.
Pirate Lord Ability Description,"Can shoot 3 grappling hooks at once, and plunder extra cash from each MOAB-Class Bloon brought down with them."
Ground Zero Ability Description,Increases effectiveness of bomb drops. Ground Zero Ability: drops a huge bomb that destroys most things on screen.
Tsar Bomba Ability Description,"A very, very large bomb. Someone put a stop to this craziness!"
Support Chinook Redeploy Ability Description,Can pick up and redeploy most Monkey types.
Support Chinook Supplies Ability Description,Drops lives and cash crates.
Special Poperations Ability Description,Deploys a powerful special Monkey Marine with machine gun.
Pop and Awe Ability Description,"Rains explosions over the whole screen, popping and immobilizing all Bloons for a few seconds."
Rocket Storm Ability Description,Sends a powerful storm of rockets in all directions.
Mauler Storm Ability Description,Each missile does extreme damage to MOAB-Class Bloons.
Summon Phoenix Ability Description,Powerful phoenix wreaks Bloon havoc for 20 seconds.
Wizard Lord Phoenix Ability Description,"Wizard Lord becomes a master of the flame, turning into a super powerful Lava Phoenix for a short time."
Soulbind Ability Description,"Reanimates more powerful Bloon servants to obliterate the enemy, plus enhances the undead Bloons of all other Necromancers."
Tech Terror Ability Description,Destroys most Bloons completely and utterly within blast radius.
The Anti-Bloon Ability Description,<Program Directive> <Eradicate Bloons> <INITIATE>
Legend of the Night Ability Description,"We turn to him, when all hope is lost..."
Bloon Sabotage Ability Description,"Lasts 15 seconds. During the sabotage, all Bloons move at reduced speed. "
Grand Saboteur Ability Description,"Ability duration is longer, and MOAB-Class Bloons spawn with less health during the sabotage."
Transforming Tonic Ability Description,Farms nearby the Druid earn 50% more money for a short time.
IMF loan Ability Description,"Gives you $10,000 but you have to pay it back over time."
Monkey-Nomics Ability Description,For when you're too big to fail...
Overclock Ability Description,Target Monkey becomes super powered for a short time.
Spike Storm Ability Description,Shoots out a thick layer of spikes over the entire track.
Carpet of Spikes Ability Description,"Sets a carpet of spikes over the whole track, every round."
Magic Arcanum Ability Description,Creates a powerful Monkey whose abilities are based on Magic Monkeys nearby.
Call to Arms Ability Description,Gives all Monkeys DOUBLE attack speed and pops for 10 seconds.
Homeland Defense Ability Description,Ability affects ALL Monkeys and lasts for 15 seconds.
,
//Maps,
TownCentre,Town Center
Tutorial,Monkey Meadow
TreeStump,Tree Stump
InTheLoop,In The Loop
BTD1,BTD1
Cubism,Cubism
FourCircles,Four Circles
Cracked,Cracked
Hedge,Hedge
Streambed,Streambed
MonkeysInSpace,Monkeys In Space
Underground,Underground
AnotherBrick,Another Brick
#ouch,#Ouch
EndOfTheRoad,End Of The Road
Chutes,Chutes
Rake,Rake
OffTheCoast,Off The Coast
MuddyPuddles,Muddy Puddles
ParkPath,Park Path
Logs,Logs
TestMap,Testmap
Cornfield,Cornfield
SpiceIslands,Spice Islands
FiringRange,Firing Range
HighFinance,High Finance
Downstream,Downstream
DarkCastle,Dark Castle
FrozenOver,Frozen Over
Haunted,Haunted
Quad,Quad
MoonLanding,Moon Landing
AlpineRun,Alpine Run
Peninsula,Peninsula
,
//Tower Groups,
Primary,Primary
Military,Military
Magic,Magic
Support,Support
Heroes,Heroes
Powers,Powers
,
//Misc,
Crit,Crit
,
//Target Types,
TT_Close,Close
TT_First,First
TT_Last,Last
TT_Strong,Strong
TT_Track,Normal
TT_Circle,Circle
TT_CloseTrack,Close
TT_CustomPath,Custom Path
TT_Elite,Elite
TT_FarTrack,Far
TT_FigureInfinite,Figure Infinite
TT_FigureEight,Figure Eight
TT_FollowTouch,Follow Touch
TT_LockInPlace,Lock In Place
TT_NecromancerTarget,Necromancer Target
TT_OffsetTrack,Offset Track
TT_PatrolPoints,Patrol Points
TT_Pursuit,Pursuit
TT_RandomPosition,Random Position
TT_RandomTarget,Random Target
TT_SmartTrack,Smart
TT_Submerge,Submerge
TT_CloseSharedRange,Close Shared Range
TT_ExpensiveFriendlyTarget,Expensive Friendly Target
TT_FirstSharedRange,First Shared Range
TT_FriendlyTarget,Friendly Target
TT_Grapplable,Grapplable
TT_TargetIndependant,Target Independent
TT_TargetInFront,Target In Front
TT_LastSharedRange,Last Shared Range
TT_TargetMoab,Target MOAB
TT_TargetOpposite,Target Opposite
TT_TargetPointer,Target Pointer
TT_SetTarget,Set Target
TT_StrongSharedRange,Strong Shared Range
TT_TargetTag,Target Tag
TT_TrackOrDefault,Track Or Default
TT_Centered,Centered Path
,
//Currency,
Cash,Cash
XP,XP
Monkey Money,Monkey Money
Free,Free
,
Round,Round
Max Tier Reached,Max Tier Reached
Empty,Empty
Not Upgraded,Not Upgraded
Owned,Owned
Max Upgrades,Max Upgrades
Deployed Message,{0} Deployed
,
//UI Misc,
OK,OK
Cancel,Cancel
Start,Start
Return To Menu,Menu
Freeplay,Freeplay
Continue,Continue
Done,Done
Try Again,Try Again
Continue?,Continue?
,
Rewards,REWARDS:
Change Hero,Change Hero
Select a Hero,Select a Hero
Select a Map,Select a Map
Selected,Selected
Select a Hero Subheading,Your Hero is a powerful monkey who leads your troops into battle
Select Language,Select Language
Unlock All,UNLOCK ALL
Upgrade Ingame cost,Ingame cost
Loading,Loading...
,
Defeat,Defeat
Defeat Message,Maybe try again on a lower difficulty
Victory,Victory
Victory Message,You've stopped the nasty Bloons
,
,
//ModeSelectScreen,
Select a Mode,Select a Mode
Mode Standard,Standard
Mode MilitaryOnly,Military Only
Mode Apopalypse,Apopalypse
Mode Reverse,Reverse
Mode Sandbox,Sandbox
Mode PrimaryOnly,Primary Only
Mode Deflation,Deflation
Mode Half Cash,Half Cash
Mode DailyChallenge,Daily Challenge
,
//GameTypeScreen,
Choose a Game,Choose a Game
New Game,New Game
Daily Challenge,Daily Challenge
Co-op,Co-op
Random,Random
,
//HomeScreen,
HS Monkeys,MONKEYS
HS Heroes,HEROES
HS Play,PLAY
HS Powers,POWERS
HS Knowledge,KNOWLEDGE
,
//In game screens,
Upgrades,Upgrades
Sell,Sell
Get More,Get More
,
// PauseMenu ,
Controls,Controls
Drag & Drop,Drag & Drop
Lock & Drop,Drop & Lock
Line of Sight,Line of Sight
Continuous Play,Continuous Play
Off,Off
Store,Store
Home,Home
Restart,Restart
You ran out of lives on:,You ran out of lives on:
Game Over Round,Round {0}
Victory Body,Congratulations! You completed this track on: {0}
,
// LinK,
Log out,Log out
Clear Data,Clear Data
Login,Login
Not logged into LiNK,Not logged into LiNK
Logged into LiNK as,Logged into LiNK as {0}
,
// Map Difficulty,
MD Beginner,Beginner
MD Intermediate,Intermediate
MD Advanced,Advanced
MD Expert,Expert
MD Extreme,Extreme
,
//Tower Specific Messages,
Patrol Message,[I] to set patrol point
Sun Temple Title,Temple Sacrifice
Sun Temple Body,"The Temple demands sacrifice. All nearby towers will be destroyed, enhancing the Temple's incredible power in different ways. You have been warned..."
True Sun Temple Title,Temple Sacrifice
True Sun Temple Body,Do you wish to summon the \nTRUE SUN GOD!!??
Heli Pilot Redeploy Message,Drag and drop a tower to Redeploy
Heli Pilot Redeploy Message Banned,Cannot Redeploy this tower
Select a tower to Soulbind,Select a tower to Soulbind
Select Point,Select Point
Select a tower to link,Select a tower to link
Cannot link to this tower,Cannot link to this tower
Tower is already linked,Tower is already linked
Tower must have an ability,Tower must have a valid ability
Unlink,Unlink
,
//Upgrades Screen,
Unlock Message,Unlock for:
XP To Spend,{0} XP to spend:
,
//Tower screen,
Unlock Hero,Unlock Level
Max Level Hero,Max level reached!
,
//Hero Screen,
InGame Cost,In game cost: ${0}
,
//Knowledge Screen,
Knowledge Requirement,Requires at least {0} more point(s) invested in {1}
,
//Removables,
Removable Cost,Remove for ${0}
,
// Powers Select Screen,
Select a Power,Select a Power
Add For:,Add For:
,
// Achievements screen,
Achievements,Achievements
Rewards:,Rewards:
,
//Debug Options,
Set Health,Set Health
Set Health Description,Enter a value to set as the new health value
Set Cash,Set Cash
Set Cash Description,Enter a value to set as the new cash value
,
//Difficulty,
Easy,Easy
Medium,Medium
Hard,Hard
Impoppable,Impoppable
Sandbox,Sandbox
Easy Description,"On Easy Monkeys cost less than normal, the Bloons move a little slower and you have 200 lives. Beating round 40 in Easy awards you a bronze medal for that track."
Medium Description,"On Medium Monkeys cost normal, the Bloons move normal and you have 150 lives. Beating round 60 in Medium awards you a silver medal for that track."
Hard Description,"On Hard Monkeys cost more than normal, you start at round 3, the Bloons move a little faster and you have 100 lives. Beating round 80 in Hard awards you a gold medal for that track."
Impoppable Description,"On Impoppable Monkeys cost much more than normal, you start at round 6, the Bloons move faster and you have 1 life. Beating round 100 in Impoppable awards you a platinum medal for that track."
Sandbox Description,"On Sandbox Monkeys cost normal, the Bloons move normal and you have unlimited lives and cash."
,
,
,
,
,
//Popup Screens,
Unlock All Title,Unlock All Upgrades
Unlock All Body,Unlock all upgrades for {0} XP.
Not Enough Cash Title,Not Enough Cash
Not Enough Cash Body,Pop More Bloons to acquire cash.
Not Enough XP Title,Not Enough XP
Not Enough XP Body,You need {0} XP.\nTowers earn XP every time a round is passed
Already Own Upgrade Title,Upgrade Already Owned
Already Own Upgrade Body,You already own this upgrade.
Locked Title,Upgrade Locked
Locked Body,You must purchase the previous upgrade before purchasing this one.
Quit Title,Quit
Quit Body,Are you sure you wish to exit the tutorial?
Continue Saved Game Title,Continue last saved game?
Continue Saved Game Body,Do you wish to continue from round {0} on {1} playing {2} mode on {3} difficulty?
Continue Saved Game Okay,Load Save
Continue Saved Game Cancel,New Game
,
,
//Hero Messages,
Generic Hero Message,Need some help?
,
//Tutorial,
Welcome Title,Welcome To Bloons™ Tower Defense 6
Welcome Title Partial,Welcome To  
Welcome Body,An Epic Adventure of Monkeys vs Bloons
Town Trouble Title,Welcome To Bloons™ Tower Defense 6
Town Trouble Body,The Bloons have taken over your Town!
Town Trouble Button,Take it back
Bloon Entry,Stop the Bloons from getting through!
Bloon Outro,...and try to escape out from here.
Place First Tower,Place a Dart Monkey to get started.
Place Second Tower,Place another Dart Monkey then [I] Play
Press Go,Now [I] GO!
